"RN no 478/2022, vigente a partir de 20/01/2022","RN no 606/2024, vigente a partir de 21/06/2024",PROCEDIMENTO,"RN (alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO,Unnamed: 0,RN,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,"ARTROSCOPIA CIRÚRGICA PARA MENISCECTOMIA, SUTURA MENISCAL, REMODELAÇÃO DE MENISCO",ARTROSCOPIA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,ARTROSCOPIA PARA SINOVECTOMIAS E RESSECÇÃO DE MENISCOS,ARTROSCOPIA PARA TRATAMENTO DE LUXAÇÃO RECIDIVANTE,TRAÇÃO CUTÂNEA E OU TRANSESQUELETICA - QUALQUER LOCALIZAÇÃO,TRAÇÃO,RETIRADA DE MATERIAL DE SÍNTESE (QUALQUER MATERIAL),RETIRADA DE MATERIAL DE SÍNTESE,IMOBILIZAÇÕES NÃO-GESSADAS (QUALQUER LOCALIZAÇÃO),IMOBILIZAÇÕES,ARTRODESE COM OU SEM FIXADOR EXTERNO (DINÂMICO OU NÃO),PROCEDIMENTOS GERAIS,URETROSTOMIA,URETRA,SISTEMA URINÁRIO,HIPERTROFIA PROSTÁTICA - IMPLANTE DE PRÓTESE,PRÓSTATA E VESÍCULAS SEMINAIS,PROSTATAVESICULECTOMIA,PROSTATECTOMIA,BIÓPSIA ESCROTAL,ESCROTO,ENDOSCOPIA DIAGNÓSTICA OU,PROCEDIMENTOS DIAGNÓSTICOS E,"ESCLEROSE DE VARIZES DE ESÔFAGO, ESTÔMAGO OU DUODENO",ENDOSCÓPICOS,PAPILOTOMIA E DILATAÇÃO BILIAR OU PANCREÁTICA COM OU SEM COLOCAÇÃO DE PROTESE OU DRENO,ANTI-Sm,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,AVIDEZ DE IGG PARA TOXOPLASMOSE (COM DIRETRIZ DE UTILIZAÇÃO),6,"BIOTINIDASE ATIVIDADE DA, QUALITATIVO",BORRELIOSE DE LYME - IGM,C1Q,CA 15-3,CA 72-4,IGE TOTAL,IGE POR GRUPO ESPECÍFICO,"IGG SUBCLASSES (1, 2, 3, 4)","IMUNOELETROFORESE, PROTEÍNAS SÉRICAS",INIBIDOR DE C1 ESTERASE,LEISHMANIOSE - IGG / IGM,"LEPTOSPIROSE, AGLUTINAÇÃO",ZAP-70,"LÍQUIDOS (CEFALORRAQUEANO (LÍQUOR),","FENILCETONÚRIA, PESQUISA",URINÁLISE,"LIPÓIDES BIRREFRINGENTES, PESQUISA","METANEFRINAS URINÁRIAS, DOSAGEM","MIOGLOBINA, DOSAGEM OU PESQUISA",PESQUISA DE SULFATÍDEOS E MATERIAL METACROMÁTICO NA URINA,"PORFOBILINOGÊNIO, QUANTITATIVO",PROVA DE CONCENTRAÇÃO URINÁRIA COM RESTRIÇÃO HÍDRICA E ACETATO DE DESMOPRESSINA (DDAVP),EXAMES DE QUALIFICAÇÃO NO SANGUE DO,DOAÇÃO AUTÓLOGA PERI-OPERATÓRIA POR HEMODILUIÇÃO NORMOVOLÊMICA,DOADOR OU PROVA PRÉ-TRANSFUSIONAL,MEDICINA TRANSFUSIONAL,DOAÇÃO DE COMPONENTES POR AFÉRESE,FENOTIPAGEM DE OUTROS SISTEMAS ERITROCITÁRIOS,"HEPATITE B - ANTI-HBC, POR MÉTODO IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA","HEPATITE C - ANTI-HCV, TESTE IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA","(D), INCLUINDO PROVA PARA D-FRACO E PESQUISA E IDENTIFICAÇÃO DE ANTICORPOS SÉRICOS",DETECÇÃO DE ANORMALIDADES DOS CROMOSSOMOS X OU Y (SANGUE PERIFÉRICO OU ESFREGAÇO DE,"ESTUDO CITOGENÉTICO PARA DOENÇAS NEOPLÁSICAS MALIGNAS, DIVERSOS MATERIAIS",CITOGENÉTICA,GENÉTICA,REARRANJO 8q24 FISH (SANGUE),AVALIAÇÃO DE RISCO DE ANOMALIAS CROMOSSÔMICAS E/OU DEFEITOS DE FECHAMENTO DE TUBO NEURAL,GENÉTICA BIOQUÍMICA,"DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA 1,4-ALFA-GLICOSIDASE EM FIBROBLASTOS",DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-L-FUCOSIDASE EM LEUCÓCITOS OU FIBROBLASTOS,DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA BETA-GLICURONIDASE EM FIBROBLASTOS,DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA GALACTOCEREBROSIDASE EM LEUCÓCITOS E FIBROBLASTOS,"GLICOSAMINOGLICANOS URINÁRIOS, DOSAGEM QUANTITATIVA OU ANÁLISE QUALITATIVA","TESTES DE ERROS INATOS DO METABOLISMO, QUALITATIVOS, NA URINA",CORIÔNICA HUMANA LIVRE (β-HCG) E INIBINA COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO,"CROMOSSOMO PHILADELFIA, PESQUISA",GENÉTICA MOLECULAR,"FATOR V LEIDEN, ANÁLISE DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO)",25,110,K-RAS (COM DIRETRIZ DE UTILIZAÇÃO),50,"PROTROMBINA, PESQUISA DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO)",61,REARRANJO GÊNICO CÉLULAS T POR PCR,"TESTE DE DEFICIÊNCIA DE RECOMBINAÇÃO HOMÓLOGA, HRD (COM DIRETRIZ DE UTILIZAÇÃO)",577/2023,09/05/2023,160,ANÁLISE DE DNA (CONTEÚDO E PLOIDIA) POR CITOMETRIA DE FLUXO,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,SIALOGRAFIA,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,TOMOGRAFIA RENAL,URETROCISTOGRAFIA,UROGRAFIA VENOSA COM NEFROTOMOGRAFIA,ABLAÇÃO PERCUTÂNEA POR RADIOFREQUÊNCIA PARA TRATAMENTO DE OSTEOMA OSTEÓIDE,DIAGNÓSTICOS E TERAPÊUTICOS POR,ANGIOPLASTIA TRANSLUMINAL PERCUTÂNEA,CATETERISMO ARTERIAL PARA QUIMIOTERAPIA,MÉTODOS INTERVENCIONISTAS,"COLOCAÇÃO DE STENT ESOFAGIANO, INTESTINAL OU RETAL",COLOCAÇÃO DE STENT VASCULAR (ARTERIAL OU VENOSO),COLOCAÇÃO PERCUTÂNEA DE STENT VASCULAR,DILATAÇÃO PERCUTÂNEA DE ESTENOSE BILIAR CICATRICIAL,DILATAÇÃO PERCUTÂNEA DE ESTENOSE DE DUCTO PANCREÁTICO,DRENAGEM PERCUTÂNEA DE CISTO OU ABCESSO RENAL,DRENAGEM PERCUTÂNEA DE COLEÇÃO PLEURAL,EMBOLIZAÇÃO BRÔNQUICA PARA TRATAMENTO DE HEMOPTISE,EMBOLIZAÇÃO DE ANEURISMA OU PSEUDOANEURISMA VISCERAL,EMBOLIZAÇÃO DE ARTÉRIA UTERINA (COM DIRETRIZ DE UTILIZAÇÃO),23,EMBOLIZAÇÃO DE HEMORRAGIA DIGESTIVA,EMBOLIZAÇÃO DE MALFORMAÇÃO VASCULAR,EMBOLIZAÇÃO DE RAMO PORTAL,EMBOLIZAÇÃO DE TUMOR - QUALQUER LOCALIZAÇÃO (EXCETO PARA ARTÉRIA UTERINA),EMBOLIZAÇÃO SELETIVA DE FÍSTULA OU ANEURISMA RENAL PARA TRATAMENTO DE HEMATÚRIA,ESCLEROSE PERCUTÂNEA DE MALFORMAÇÕES VENOSAS,"EXÉRESE PERCUTÂNEA DE TUMOR ORIENTADA POR RX, US, TC OU RM",LITOTRIPSIA MECÂNICA DE CÁLCULOS RENAIS ORIENTADA POR RX OU US,"NEFROSTOMIA PERCUTÂNEA ORIENTADA POR RX, US, TC OU RM",PARACENTESE ORIENTADA POR RX OU US,PUNÇÃO ASPIRATIVA OU BIÓPSIA ORIENTADA POR IMAGEM,ANESTESIA (INSERÇÃO DA PLACA PARA BRAQUITERAPIA OFTÁLMICA),PROCEDIMENTOS SECUNDÁRIOS,RADIOTERAPIA,ANESTESIA PARA RADIOTERAPIA EXTERNA,FILMES DE VERIFICAÇÃO,"IMOBILIZADOR DE TÓRAX, ABDOME E PÉLVIS",INSERÇÃO DA PLACA PARA BRAQUITERAPIA OFTÁLMICA,PLANEJAMENTO COMPLEXO (COM COMPUTADOR),PLANEJAMENTO TRIDIMENSIONAL
,,"COLOCAÇÃO DE BANDA GÁSTRICA POR VIDEOLAPAROSCOPIA OU VIA LAPAROTÔMICA (COM DIRETRIZ DEUTILIZAÇÃO)",,,Não se aplica,Não se aplica,HCO,HSO,REF,,16.0,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CONVERSÃO DE ANASTOMOSE GASTROJEJUNAL,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DEGASTROGASTRECTOMIA COM OU SEM VAGOTOMIA,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GASTRECTOMIA COM OU SEM VAGOTOMIA/ COM OU SEM LINFADENECTOMIA,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GASTRECTOMIA COM OU SEM VAGOTOMIA/ COM OU SEM LINFADENECTOMIA POR VIDEOLAPAROSCOPIA,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GASTRECTOMIA COM RECONSTRUÇÃO JEJUNAL COM OU SEM TORACOTOMIA,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GASTRECTOMIA TOTAL OU PARCIALCOM OU SEM LINFADENECTOMIA,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GASTROENTEROANASTOMOSE,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"GASTROPLASTIA (CIRURGIA BARIÁTRICA) POR VIDEOLAPAROSCOPIA OU VIA LAPAROTÔMICA (COM DIRETRIZDE UTILIZAÇÃO)",,,Não se aplica,Não se aplica,HCO,HSO,REF,,27.0,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GASTRORRAFIA,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GASTROSTOMIA CONFECÇÃO / FECHAMENTO,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GASTROSTOMIA PARA QUALQUER FINALIDADE,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MEMBRANA ANTRAL - TRATAMENTO CIRÚRGICO,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PILOROPLASTIA,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PILOROPLASTIA POR VIDEOLAPAROSCOPIA,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRATAMENTO CIRÚRGICO DAS VARIZES GÁSTRICAS,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VAGOTOMIA (QUALQUER TIPO),,,Não se aplica,Não se aplica,HCO,HSO,REF,,,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VAGOTOMIA SUPERSELETIVA OU VAGOTOMIA GÁSTRICA PROXIMAL POR VIDEOLAPAROSCOPIA,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,ESTÔMAGO,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AMPUTAÇÃO ABDÔMINO-PERINEAL DO RETO,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AMPUTAÇÃO ABDÔMINO-PERINEAL DO RETO POR VIDEOLAPAROSCOPIA,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AMPUTAÇÃO DO RETO POR PROCIDÊNCIA,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANOMALIA ANORRETAL - TRATAMENTO CIRÚRGICO,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANORRETOMIOMECTOMIA,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,APENDICECTOMIA,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,APENDICECTOMIA POR VIDEOLAPAROSCOPIA,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,APPLE-PEEL - TRATAMENTO CIRÚRGICO,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ATRESIA INTESTINAL - TRATAMENTO CIRÚRGICO,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CIRURGIA DE ABAIXAMENTO,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CIRURGIA DE ABAIXAMENTO POR VIDEOLAPAROSCOPIA,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CIRURGIA DE ACESSO POSTERIOR,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CISTO MESENTÉRICO - TRATAMENTO CIRÚRGICO,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CISTO MESENTÉRICO - TRATAMENTO POR VIDEOLAPAROSCOPIA,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COLECTOMIA COM OU SEM COLOSTOMIA,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COLECTOMIA COM OU SEM COLOSTOMIA POR VIDEOLAPAROSCOPIA,,,Não se aplica,Não se aplica,HCO,HSO,REF,,,INTESTINOS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
